ID,Name,Image,Url,Review count,Category,Rating,Price,Latitude,Longitude,Address,City,State,Country,Phone,Review
elgE2cUhKotsLoBUdghexQ,Devil's Teeth Baking Company,https://s3-media2.fl.yelpcdn.com/bphoto/jAai8bU3HUMOATl6mbiwkg/o.jpg,https://www.yelp.com/biz/devils-teeth-baking-company-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1936,Bakeries,4.5,$,37.753182446703,-122.505007542328,3876 Noriega St,San Francisco,CA,US,(415) 683-5533,"['amazing breakfast sandwich. the workers were very nixe. the cashier lady which i think is the owner. Very friendly and nice. The cinnamon rolls are next....', 'Definitely a SF staple. Come by for that fresh bakery atmosphere and enjoy your order either by the beach or outdoor parklet. \n\nOf course we had to try the...', 'Had high hopes for this place and was very excited about the breakfast sandwich and the biscuit, but mine seemed overcooked and very dry :( the filling was...']"
BI40rGhpngLNPacrjWpseQ,Dumpling Kitchen,https://s3-media1.fl.yelpcdn.com/bphoto/rggI1HG_kaABtAGNiuqF9Q/o.jpg,https://www.yelp.com/biz/dumpling-kitchen-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1896,Chinese,4.0,$$,37.7423,-122.48701,1935 Taraval St,San Francisco,CA,US,(415) 682-8938,"[""We where visiting from Arizona, at home we don't have lots of places that do serve vegan dumplings and buns. This place is very welcoming. Food is so good..."", ""Came here yesterday after a haircut. The spicy wonton in chili oil was my least favorite because the sauce wasn't very special. However, the wontons were..."", 'Bit of a wait on a late Sunday afternoon, but good thing we joined the Yelp waitlist. I was excited for the food as the menu and pictures looked good, but...']"
_1d43w8ys3nefqjhTtUYVQ,Mazra,https://s3-media1.fl.yelpcdn.com/bphoto/3f-_IjEQpNba4u5hfNfeqg/o.jpg,https://www.yelp.com/biz/mazra-san-bruno?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1325,Mediterranean,5.0,$$,37.62957,-122.41554,504 San Bruno Ave W,San Bruno,CA,US,(650) 225-9027,"['Get there early fills up fast\nKabob plates are excellent comes w basmati rice, pickles, a slice of roasted jalapeño, roasted red onion, (chicken was 10...', ""Literally stop every time I'm around the airport. Awesome Mediterranean food at a fair price."", 'Excellent.  Had street special Chicken Shawarma, fries, and hummus. The shawarma was the best I have had in a long time. Pita was warmed . Filling included...']"
8kck3-K4zYKTJbJko0JlXQ,Farmhouse Kitchen Thai Cuisine,https://s3-media4.fl.yelpcdn.com/bphoto/kUlEaPpv0JGlHG_nrPr7wQ/o.jpg,https://www.yelp.com/biz/farmhouse-kitchen-thai-cuisine-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,3296,Thai,4.0,$$,37.7601928839328,-122.4114188698492,710 Florida St,San Francisco,CA,US,(415) 814-2920,"['In general, San Francisco is one of those cities where you can go on a break or just eat something with your friends or family.\nAt Farmhouse, for example, I...', 'Farmhouse Kitchen has me daydreaming of my next visit. The last time I visited it was after I ran the SF Marathon. I ordered the RUN JUAN Sizzling which is...', ""My 2nd time there, overall the food is good and tasty but I had the Volcano Soup Noodle and it was impossibly spicey. We were celebrating my friend's...""]"
jU7vhPz-vUmjMlxMf9cTXA,Alnico,https://s3-media1.fl.yelpcdn.com/bphoto/Ay0P5FY6I02sR-0L1G4Vlg/o.jpg,https://www.yelp.com/biz/alnico-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,330,Asian Fusion,4.5,$$,37.755952,-122.421328,1050 Valencia St,San Francisco,CA,US,(415) 757-0889,"['I seen this spot on TikTok lol. Everyone visiting SF must try! My friend and I were super excited to try everything, we sorta got out of control. Who...', 'orders: \n1. ube hotcakes -$17\nthe hotcakes themselves were okay (good but nothing special yk) BUT THE UBE COCONUT SAUCE THAT WENT ON IT?? wow it made...', ""Omg Alnico is probably one of my favorite brunch places in the bay area now! First and foremost, very happy that they take reservations. I feel like it's...""]"
Id2aVe9l5YQlHtlXnGye-Q,Wooly Pig,https://s3-media4.fl.yelpcdn.com/bphoto/XGmNPN-KzwdB6s2maOZsSw/o.jpg,https://www.yelp.com/biz/wooly-pig-san-francisco-2?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,763,Sandwiches,4.5,$$,37.760662161462,-122.388421141818,2295 3rd St,San Francisco,CA,US,(415) 592-8015,"['Woke up at 10:30am craving noodles and saw that wooly pig was one of the very few noodle spots open for delivery.\n\nI got the curry udon with tofu. Extremely...', ""Super solid little corner shop in Dogpatch! \n\nGood: \n- They have a lot of outdoor seating that's covered and super cute to sit at\n- Loved their asian Cubano..."", 'FYI: If you want the Taiwanese pork cutlet over rice from their dinner menu, they normally sell out of that pretty quickly when their dinner hours start so...']"
bUllrq8bcGbn9TKtVcjL-A,Izakaya Yoki,https://s3-media2.fl.yelpcdn.com/bphoto/Nn-JV7RE8teR0wWSU0MaOQ/o.jpg,https://www.yelp.com/biz/izakaya-yoki-san-francisco-2?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,377,Japanese,4.5,$$,37.789884,-122.412317,900 Bush St,San Francisco,CA,US,(415) 923-1141,"[""I've been looking around the city for my go to sushi spot since I moved to Nob Hill in September, and this is certainly it. I love everything about this..."", 'Service (5/5): Ordered takeout and server was friendly and helpful with recommendations.\n\nVenue (5/5): Very busy and seems small for popularity of the spot,...', 'Izakaya styled restaurant, not izakaya style food. Some things on the menu sounds Japanese, some Korean but nothing really authentic. Seems touristy. \n\nThe...']"
yC5ATYRQah7MjeTiRsGcvA,Dinosaurs,https://s3-media1.fl.yelpcdn.com/bphoto/sGCK8gDo7DhzG3NbsiRSbg/o.jpg,https://www.yelp.com/biz/dinosaurs-san-francisco-4?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,946,Vietnamese,4.0,$,37.764452,-122.431978,2275 Market St,San Francisco,CA,US,(415) 503-1421,"['Outstanding. This is my go to whenever I am in the area. Amazing flavor and quality. Shaking Beef is good, but Grilled Pork is my favorite. \nPrices recently...', '3.5 stars\n\nI got the grilled pork sandwich, which had good flavor (loved the ample pickles and cilantro) but I found the pork a bit dry at times. I was...', '$28.93 for 1 grilled pork sandwich, pork & shrimp roll, and a watermelon slush. The prices on their online menu still reflect $8 sandwiches so I was pretty...']"
Fe-YjAdSRLqDC2H_pqPcSw,Hinodeya Ramen Bar,https://s3-media3.fl.yelpcdn.com/bphoto/9B_YcZvpGTZjKhAkR9BaWQ/o.jpg,https://www.yelp.com/biz/hinodeya-ramen-bar-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1625,Ramen,4.0,$$,37.7861574638014,-122.430057115853,1737 Buchanan St,San Francisco,CA,US,(415) 216-5011,"['I love this place! Delicious ramen, fast and friendly service. I recommend the spicy corn miso ramen.', ""Recommendations: \n-House ramen (ofc)\n-Creamy vegetarian ramen for a stellar vegetarian option\n\nHaven't been back since COVID and was surprised to see that..."", ""We visited Hinodeya and got the Takoyaki, Veggie Potstickers, and the miso ramen.  When we went the restaurant wasn't very full, so service was very quick!...""]"
UTVDbZv-qiHU06sDkoel3g,Chez Maman East,https://s3-media4.fl.yelpcdn.com/bphoto/gccHe5ofFMpNyh8vmS0VSw/o.jpg,https://www.yelp.com/biz/chez-maman-east-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,2260,French,4.5,$$,37.762463,-122.396712,1401 18th St,San Francisco,CA,US,(415) 655-9542,"['LOVE this place. My favorite restaurant in San Francisco. The moules poulette are so good. Escargot is soooo good too. I also enjoy the veal. My partner...', 'Overall: 3/5 but need to come back to try other food \n\nAmbiance: cute bustling community diner with outdoor seating. \n\nService: very nice staff! No...', ""One of my favorite restaurants in San Francisco.\n\nIn my opinion, their burger is the best in the city. 9 times out of 10 I'm ordering the burger here. \n\nAnd...""]"
SxHKYiRVnMd9BnTEaEB-FA,Chic n' Time,https://s3-media3.fl.yelpcdn.com/bphoto/2P3DQdjopiKsF21zE6LlyA/o.jpg,https://www.yelp.com/biz/chic-n-time-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,170,Noodles,5.0,$$,37.759907,-122.421268,807 Valencia St,San Francisco,CA,US,(415) 874-9757,"['Dine In during Covid 19\nOverall: 8/10\nThis is a surprise find for me since I was originally going to another restaurant in the area. However, I really like...', ""Was feeling something different and this place just didn't feel like your run of the mill viet place. So I grabbed a couple friends and showed up. I'm..."", 'Updating this because I still come here like once a week (not vegetarian anymore hahaha) and my partner comes here probably everyday. The pho is chefs kiss,...']"
8u7pyRsCdf0DOP-Vg6MuLQ,Purple Rice,https://s3-media1.fl.yelpcdn.com/bphoto/IlTN8YP7QfKme9-ulpeLSg/o.jpg,https://www.yelp.com/biz/purple-rice-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,206,Korean,4.5,$$,37.771917,-122.430753,509 Haight St,San Francisco,CA,US,(415) 932-6257,"[""I wanted BiBimBop & Japchae for dinner. My dining companion didn't know what to expect from Korean food. We each ordered a BiBimBop dinner and a Japchae..."", 'My friends wanted to take me out for dinner on my birthday. I had initially picked a different Korean restaurant, but wanted to make things easier, but...', ""Highly recommended for vegetarians food options! \nTried tofu stew for the first time and loved it :) \n\nThe staff was a bit rude but that's okay.""]"
Avc_8DPcnBll9WZcEzaJHA,La Cocina Municipal Marketplace,https://s3-media3.fl.yelpcdn.com/bphoto/3H6AsNJBopbLCd46H12Hag/o.jpg,https://www.yelp.com/biz/la-cocina-municipal-marketplace-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,32,Food Court,5.0,$$,37.78180582215728,-122.416181,332 Golden Gate Ave,San Francisco,CA,US,(415) 570-2595,"['La Cocina is an excellent concept, where a bunch of really friendly people (from security guards through cashiers and cooks) prepare excellent food. The...', 'Hidden gem.  I had to kill some time while waiting for my passport pick up and luckily found these hype pop up cafes nearby with not your typical run of the...', ""I love this place. It's like stepping into different parts of the world while still being in the tenderloin area. The bouncer as I would like to call him...""]"
N6z0so39b9fzGi8UWzI1Ww,Just For You Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/iFnQKueFnb8P_OInApb-EQ/o.jpg,https://www.yelp.com/biz/just-for-you-cafe-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1571,American (Traditional),4.0,$$,37.7579585099187,-122.388854026794,732 22nd St,San Francisco,CA,US,(415) 647-3033,"[""Alright, I'm a complete sucker for a good beignet!! These beignets came out hot, fluffy, and most importantly - they were massive! We tried both the..."", 'Had a lovely brunch here! Got seated pretty quick on a busy Saturday. Got the crab Benny, carnitas omelette, and one of each of the beignets. The real star...', ""Very good brunch spot! I'm guessing it's good for all times of the day but I'll lean toward brunch. Both the food and drinks are very good here. The mimosas...""]"
M0JTO3oyu6gxh1mfFjU-dA,San Tung,https://s3-media3.fl.yelpcdn.com/bphoto/rYZbin0NWrbrs0TYzI8rYA/o.jpg,https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,7562,Chinese,4.0,$$,37.76378306790313,-122.46900735179602,1031 Irving St,San Francisco,CA,US,(415) 242-0828,"[""Best damn chicken wings and black bean noodles I've had! Their string beans are a must get too. 5 stars!"", ""If you haven't gone to San Tung yet for their chicken wings, what are you even doing? It's like one of thee best places to get their chicken wings and I..."", 'Wow we came at 4:26pm on a Sunday to get ahead of the long lines and came in to see the restaurant was already 95% full. We happened to grab the last...']"
1EWkmc_myDLYfvorOnYzEA,Hinodeya Downtown,https://s3-media3.fl.yelpcdn.com/bphoto/l3ZNeYfnEeuaXEHX7B-6aw/o.jpg,https://www.yelp.com/biz/hinodeya-downtown-san-francisco-3?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,358,Ramen,4.5,$$,37.794597,-122.404432,680 Clay St,San Francisco,CA,US,(415) 200-6466,"[""Awesome place, best ramen I've ever had, excellent service, i will definitely recommend it"", 'STEPH JUDGEMENT: Very good ramen in a comfortable, modern setting.\n\nWe heard good things about the ramen here from some friends so we decided to check it...', 'Just like the japantown location this place is delicious and consistent! And what I love is that I can share this goodness with my coworkers for lunch or...']"
SGRmnarrNuVEsAjYdEoA0w,El Farolito,https://s3-media2.fl.yelpcdn.com/bphoto/2-Kc5B4gJjB5OSkbbFimQw/o.jpg,https://www.yelp.com/biz/el-farolito-san-francisco-2?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,5211,Mexican,4.0,$,37.75265,-122.41812,2779 Mission St,San Francisco,CA,US,(415) 824-7877,"[""Girlllll as a SF native, I've been coming to El Farolito and all it's various locations since I was like 6 and was able to chew. The food never disappoints,..."", ""Ranked California's best Mexican restaurant in 2020, it has always made top burrito lists in local rankings. It's located right next to the Bart station in..."", 'Generally speaking, California is superior to New York when it comes to Mexican food. When planning my trip out here, I wanted to carve in some time to grab...']"
UGKNNQ6bjL-ZttHSdZISfA,Blackwood,https://s3-media3.fl.yelpcdn.com/bphoto/4J7kmKdrkZjb48WRxzx4TQ/o.jpg,https://www.yelp.com/biz/blackwood-san-francisco-3?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,1970,Thai,4.0,$$,37.800591,-122.438832,2150 Chestnut St,San Francisco,CA,US,(415) 931-9663,"['Homy and eclectic place. Good vibes since waliking in. Servers where amazing and food on poiny. Hood selection of covktails and beers', ""Food (5/5 stars):\nGreat brunch spot in the city! The Millionaire's Bacon was the highlight--the perfect combination of sweet and savory\n\nExperience (5/5..."", ""Food was great! Did think the batter on the calamari was a bit different than the panko I'm usually used to, but the other gentleman at the table really...""]"
J7_-faNq_Ag9qTOlDn81Pw,Starbelly,https://s3-media2.fl.yelpcdn.com/bphoto/G1SweY3VbKx_BqAws9RytA/o.jpg,https://www.yelp.com/biz/starbelly-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,2079,Comfort Food,4.0,$$,37.76402,-122.43253,3583 16th St,San Francisco,CA,US,(415) 252-7500,"['Really fun and open vibe in the Castro area. We started with the. White bean purée and a couple of cocktails. Our server was training, but there is a team...', 'Super cozy spot in the Castro area! The small plates were particularly good -- I really liked the potato dumplings. The pizza was alright, but next time I...', 'A very unremarkable brunch! Not bad, but not great, so a solid 3. The marguerita pizza was hard on the bottom and chewy on top. The chicken and waffles was...']"
5JnRBNZ53e3pgKUNOI5kig,Spork Restaurant,https://s3-media1.fl.yelpcdn.com/bphoto/LQ89SFDzvT8mkCceSEEJNw/o.jpg,https://www.yelp.com/biz/spork-restaurant-san-francisco-3?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,92,Asian Fusion,5.0,$$,37.79767721513589,-122.4075332,631 Broadway,San Francisco,CA,US,(415) 291-0879,"['My husband had the PANDAN WAFFLE COMBO and he said it was awesome! Homemade Pandan Waffle, Choose Two Eggs any Style, Bacon Served with Homemade Syrup,...', 'I highly recommend this place if you are in the area. We ordered today and the pad Thai chicken is delicious. We love our food and I would love to try other...', 'So much fun! Great dalgona coffee. Also, thai iced tea french toast. Brunch is back baby!']"
bJ3InsZr5tDlfI6mEV4Pyg,Hidden Spot - SoMa,https://s3-media1.fl.yelpcdn.com/bphoto/2UYI3LymL4zWPPWkFyeVsw/o.jpg,https://www.yelp.com/biz/hidden-spot-soma-san-francisco?adjust_creative=Sb39Q_neG8ncCfDxiJ2TWw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=Sb39Q_neG8ncCfDxiJ2TWw,50,Burgers,5.0,$$,37.77616,-122.40833,1123 Folsom St,San Francisco,CA,US,(415) 813-6041,"[""I looooooove spicy fried chicken sandwiches and I'm so glad this spot is inside Trademark! I order the Firefighter spicy chicken sandwich here at least once..."", ""This place was somewhat of a challenge to find but the entrance is at the corner from a bar (forgot the name on the outside). \nYou'll see a sign for hidden..."", 'It really is a Hidden Spot, located in a normal bar on Folsom. Once you walk in, you can order at a counter towards the back of the bar.\n\nAs for the...']"
